SPEAKER,SENTENCE,DOMAINID,DOMAIN,CATEGORY,SPEAKERID,SENTENCEID,MAIN,SUB,QA,QACNCT,MQ,SQ,UA,SA,개체명,용어사전,지식베이스,
고객,청소년들은 몇 시까지 사용이 가능한가요?,H,관광여가오락,pc방,1,3,청소년 이용 시간 문의,,Q,,청소년들은 몇 시까지 사용이 가능한가요?,,,,"청소년, 몇 시, 사용, 가능",,청소년/이용연령,
점원,청소년들은 10시부터 9시까지 출입금지입니다,H,관광여가오락,pc방,0,4,청소년 이용 시간 문의,,A,,,,,청소년들은 10시부터 9시까지 출입금지입니다,"청소년, 10시, 9시, 출입금지",,"청소년/이용연령, 10시/이용시간, 9시/이용시간",
고객,요금은 회원이랑 비회원이랑 다른가요?,H,관광여가오락,pc방,1,5,이용 가격 문의,,Q,,요금은 회원이랑 비회원이랑 다른가요?,,,,"요금, 회원, 비회원",요금/가격,"회원/멤버십, 비회원/이용형태회원",
점원,비회원이 100원 더 비쌉니다,H,관광여가오락,pc방,0,6,이용 가격 문의,,A,,,,,비회원이 100원 더 비쌉니다,"비회원, 100원",,"비회원/이용형태회원, 100원/이용가격",
고객,계산은 혹시 카드로도 결제가 가능할까요?,H,관광여가오락,pc방,1,7,카드 결제 가능 문의,,Q,,계산은 혹시 카드로도 결제가 가능할까요?,,,,"계산, 카드, 결제, 가능",,카드/결제수단,
점원,예 카드로 계산 가능합니다,H,관광여가오락,pc방,0,8,카드 결제 가능 문의,,A,,,,,예 카드로 계산 가능합니다,"카드, 계산, 가능",,카드/결제수단,
고객,카카오페이나 삼성페이도 가능할까요?,H,관광여가오락,pc방,1,9,결제수단 문의,,Q,,카카오페이나 삼성페이도 가능할까요?,,,,"카카오페이, 삼성페이, 가능",,"카카오페이/결제수단, 삼성페이/결제수단",
점원,카카오페이는 안 됩니다,H,관광여가오락,pc방,0,10,결제수단 문의,,A,,,,,카카오페이는 안 됩니다,카카오페이,,카카오페이/결제수단,
고객,음식 주문은 자리에서 이렇게 하면 되나요?,H,관광여가오락,pc방,1,11,음식 주문 방법 문의,,Q,,음식 주문은 자리에서 이렇게 하면 되나요?,,,,"음식, 주문, 자리",,자리/이용석,
점원,예 카운터에서 해도 상관은 없습니다,H,관광여가오락,pc방,0,12,음식 주문 방법 문의,,A,,,,,예 카운터에서 해도 상관은 없습니다,카운터,카운터/계산대,,
고객,여기 커플석은 있나요?,H,관광여가오락,pc방,1,13,커플석 문의,,Q,,여기 커플석은 있나요?,,,,커플석,,커플석/이용석,
점원,아니요 커플석은 없습니다,H,관광여가오락,pc방,0,14,커플석 문의,,A,,,,,아니요 커플석은 없습니다,커플석,,커플석/이용석,
고객,와이파이같은 경우는 설치가 되어 있나요?,H,관광여가오락,pc방,1,15,무선 인터넷 문의,,Q,,와이파이같은 경우는 설치가 되어 있나요?,,,,"와이파이, 설치",와이파이/무선인터넷,,
점원,예 와이파이 설치되어 있습니다,H,관광여가오락,pc방,0,16,무선 인터넷 문의,,A,,,,,예 와이파이 설치되어 있습니다,"와이파이, 설치 ",와이파이/무선인터넷,,
고객,컴퓨터 사양은 베틀그라운드 그런 거는 다 돌아갈 정도 되나요?,H,관광여가오락,pc방,1,17,컴퓨터 성능 문의,,Q,,컴퓨터 사양은 베틀그라운드 그런 거는 다 돌아갈 정도 되나요?,,,,"컴퓨터, 사양, 베틀그라운드",,베틀그라운드/게임명,
점원,최고 사양이나 그런 거는 아니지만 기본적인 건 다 돌아갑니다,H,관광여가오락,pc방,0,18,컴퓨터 성능 문의,,A,,,,,최고 사양이나 그런 거는 아니지만 기본적인 건 다 돌아갑니다,사양,,,
고객,혹시 피씨방 예약도 가능할까요?,H,관광여가오락,pc방,1,19,예약 문의,,Q,,혹시 피씨방 예약도 가능할까요?,,,,"피씨방, 예약",,피씨방/업소명,
점원,아니요 피씨방 예약은 안 됩니다,H,관광여가오락,pc방,0,20,예약 문의,,A,,,,,아니요 피씨방 예약은 안 됩니다,피씨방,,피씨방/업소명,
고객,건물에 주차할 수 있는 공간은 따로 있어요?,H,관광여가오락,pc방,1,21,주차 문의,,Q,,건물에 주차할 수 있는 공간은 따로 있어요?,,,,"주차, 공간",,,
점원,지하주차장 이용하시면 됩니다,H,관광여가오락,pc방,0,22,주차 문의,,A,,,,,지하주차장 이용하시면 됩니다,"지하주차장, 이용",,지하주차장/주차장종류,
고객,여기 혹시 피씨방 영업시간이 언제까지 인가요?,H,관광여가오락,pc방,1,1,운영 시간 문의,,Q,,여기 혹시 피씨방 영업시간이 언제까지 인가요?,,,,"피씨방, 영업시간",,피시방/업소명,
점원,24시간입니다,H,관광여가오락,pc방,0,2,운영 시간 문의,,A,,,,,24시간입니다,24시간,,24시간/영업시간,
고객,청소년들은 몇 시까지 사용이 가능한가요?,H,관광여가오락,pc방,1,3,청소년 이용 시간 문의,,Q,,청소년들은 몇 시까지 사용이 가능한가요?,,,,"청소년, 몇 시, 사용, 가능",,청소년/이용연령,
점원,10시 전에는 나가야 합니다,H,관광여가오락,pc방,0,4,청소년 이용 시간 문의,,A,,,,,10시 전에는 나가야 합니다,10시 전,,10시 전/이용시간,
고객,여기 요금은 한 시간에 얼마 정도에요?,H,관광여가오락,pc방,1,5,이용 가격 문의,,Q,,여기 요금은 한 시간에 얼마 정도에요?,,,,"요금, 한 시간, 얼마",요금/가격,한 시간/이용시간,
점원,요금은 한 시간에 1000원입니다,H,관광여가오락,pc방,0,6,이용 가격 문의,,A,,,,,요금은 한 시간에 1000원입니다,"요금, 한 시간, 1000원",요금/가격,"한 시간/이용시간, 1000원/이용가격",
고객,삼성페이나 카카오페이도 가능할까요?,H,관광여가오락,pc방,1,7,결제수단 문의,,Q,,삼성페이나 카카오페이도 가능할까요?,,,,"삼성페이, 카카오페이, 가능",,"삼성페이/결제수단, 카카오페이/결제수단",
점원,예 삼성페이나 카카오페이도 가능합니다,H,관광여가오락,pc방,0,8,결제수단 문의,,A,,,,,예 삼성페이나 카카오페이도 가능합니다,"삼성페이, 카카오페이, 가능",,"삼성페이/결제수단, 카카오페이/결제수단",
고객,회원가입을 해야지만 이용이 가능한가요?,H,관광여가오락,pc방,1,9,이용 방법 문의,,Q,,회원가입을 해야지만 이용이 가능한가요?,,,,"회원가입, 이용, 가능",,회원가입/멤버십,
점원,비회원도 이용할 수 있습니다,H,관광여가오락,pc방,0,10,이용 방법 문의,,A,,,,,비회원도 이용할 수 있습니다,"비회원, 이용, 가능",,비회원/이용형태회원,
고객,후불로도 가능한가요?,H,관광여가오락,pc방,1,11,선후불 문의,,Q,,후불로도 가능한가요?,,,,"후불, 가능",,후불/결제방법,
점원,아니요 저희는 선불만 가능합니다,H,관광여가오락,pc방,0,12,선후불 문의,,A,,,,,아니요 저희는 선불만 가능합니다,"선불, 가능",,선불/결제방법,
고객,와이파이는 설치가 되어있나요?,H,관광여가오락,pc방,1,13,무선 인터넷 문의,,Q,,와이파이는 설치가 되어있나요?,,,,"와이파이, 설치",와이파이/무선인터넷,,
점원,예 와이파이는 설치되어 있습니다,H,관광여가오락,pc방,0,14,무선 인터넷 문의,,A,,,,,예 와이파이는 설치되어 있습니다,"와이파이, 설치",와이파이/무선인터넷,,
고객,혹시 비상구는 어느 쪽에 있어요?,H,관광여가오락,pc방,1,15,비상구 위치 문의,,Q,,혹시 비상구는 어느 쪽에 있어요?,,,,어느 쪽,,어느 쪽/방향,
점원,비상구는 저 쪽에 있습니다,H,관광여가오락,pc방,0,16,비상구 위치 문의,,A,,,,,비상구는 저 쪽에 있습니다,저 쪽,,저 쪽/방향,
고객,흡연실은 따로 있어요?,H,관광여가오락,pc방,1,17,흡연실 문의,,Q,,흡연실은 따로 있어요?,,,,흡연실,,흡연실/이용시설,
점원,예 흡연실은 따로 있습니다,H,관광여가오락,pc방,0,18,흡연실 문의,,A,,,,,예 흡연실은 따로 있습니다,흡연실,,흡연실/이용시설,
고객,혹시 커플석은 있어요?,H,관광여가오락,pc방,1,19,커플석 문의,,Q,,혹시 커플석은 있어요?,,,,커플석,,커플석/이용석,
점원,커플석은 없습니다,H,관광여가오락,pc방,0,20,커플석 문의,,A,,,,,커플석은 없습니다,커플석,,커플석/이용석,
고객,컴퓨터 사양은 혹시 어느 정도에요?,H,관광여가오락,pc방,1,21,컴퓨터 성능 문의,,Q,,컴퓨터 사양은 혹시 어느 정도에요?,,,,"컴퓨터, 사양",,,
점원,그래픽카드 gtx1080입니다,H,관광여가오락,pc방,0,22,컴퓨터 성능 문의,,A,,,,,그래픽카드 gtx1080입니다,"그래픽카드, gtx1080",,"그래픽카드/주변기기, gtx1080/주변기기",
고객,여기 혹시 예약도 가능한가요?,H,관광여가오락,pc방,1,23,예약 문의,,Q,,여기 혹시 예약도 가능한가요?,,,,"예약, 가능",,,
점원,단골분들은 연락 오시면 예약석 지정해드리고 있습니다,H,관광여가오락,pc방,0,24,예약 문의,,A,,,,,단골분들은 연락 오시면 예약석 지정해드리고 있습니다,"예약석, 지정",,예약석/이용석,
고객,주차할 수 있는 공간같은 건 있나요?,H,관광여가오락,pc방,1,25,주차 문의,,Q,,주차할 수 있는 공간같은 건 있나요?,,,,"주차, 공간",,,
점원,예 주차장이 있습니다,H,관광여가오락,pc방,0,26,주차 문의,,A,,,,,예 주차장이 있습니다,주차장,,,
고객,여기 혹시 피씨방 영업시간이 언제까지 인가요?,H,관광여가오락,pc방,1,1,운영 시간 문의,,Q,,여기 혹시 피씨방 영업시간이 언제까지 인가요?,,,,피씨방,,피씨방/업소명,
점원,피씨방은 대부분 24시간 영업입니다,H,관광여가오락,pc방,0,2,운영 시간 문의,,A,,,,,피씨방은 대부분 24시간 영업입니다,"피씨방, 24시간, 영업",,"피씨방/업소명, 24시간/영업시간",
고객,청소년들은 몇 시까지 사용이 가능한가요?,H,관광여가오락,pc방,1,3,청소년 이용 시간 문의,,Q,,청소년들은 몇 시까지 사용이 가능한가요?,,,,"청소년, 몇 시, 사용, 가능",,청소년/이용연령,
점원,청소년은 10시까지 사용 가능합니다,H,관광여가오락,pc방,0,4,청소년 이용 시간 문의,,A,,,,,청소년은 10시까지 사용 가능합니다,"청소년, 10시, 사용, 가능",,"청소년/이용연령, 10시/이용시간",
고객,회원가입은 어떻게 해야하나요?,H,관광여가오락,pc방,1,5,회원가입 문의,,Q,,회원가입은 어떻게 해야하나요?,,,,회원가입,,회원가입/멤버십,
점원,자리에 가서 컴퓨터 키시고 하시면 됩니다,H,관광여가오락,pc방,0,6,회원가입 문의,,A,,,,,자리에 가서 컴퓨터 키시고 하시면 됩니다,"자리, 컴퓨터",,자리/이용석,
고객,혹시 피씨에서 음식 주문도 가능한가요?,H,관광여가오락,pc방,1,7,음식 주문 문의,,Q,,혹시 피씨에서 음식 주문도 가능한가요?,,,,"피씨, 음식, 주문, 가능",피씨/컴퓨터,,
점원,예 자리에서 음식 주문 가능합니다,H,관광여가오락,pc방,0,8,음식 주문 문의,,A,,,,,예 자리에서 음식 주문 가능합니다,"자리, 음식, 주문, 가능",,자리/이용석,
고객,결제는 혹시 카드도 가능한가요?,H,관광여가오락,pc방,1,9,카드 결제 가능 문의,,Q,,결제는 혹시 카드도 가능한가요?,,,,"결제, 카드, 가능",,카드/결제수단,
점원,예 카드도 결제 가능합니다,H,관광여가오락,pc방,0,10,카드 결제 가능 문의,,A,,,,,예 카드도 결제 가능합니다,"카드, 결제, 가능",,카드/결제수단,
고객,혹시 비상구는 어느 쪽에 있나요?,H,관광여가오락,pc방,1,11,비상구 위치 문의,,Q,,혹시 비상구는 어느 쪽에 있나요?,,,,어느 쪽,,어느 쪽/방향,
점원,비상구는 여기랑 저쪽 히터 옆에 있습니다,H,관광여가오락,pc방,0,12,비상구 위치 문의,,A,,,,,비상구는 여기랑 저쪽 히터 옆에 있습니다,"저 쪽, 옆",히터/난로,"저 쪽/방향, 난로/주변기기, 옆/방향",
고객,흡연실도 따로 다 마련이 되어있구요?,H,관광여가오락,pc방,1,13,흡연실 문의,,Q,,흡연실도 따로 다 마련이 되어있구요?,,,,흡연실,,흡연실/이용시설,
점원,예 흡연실도 있습니다,H,관광여가오락,pc방,0,14,흡연실 문의,,A,,,,,예 흡연실도 있습니다,흡연실,,흡연실/이용시설,
고객,주차할 수 있는 공간은 있을까요?,H,관광여가오락,pc방,1,15,주차 문의,,Q,,주차할 수 있는 공간은 있을까요?,,,,"주차, 공간",,,
점원,예 주차공간이 따로 있습니다,H,관광여가오락,pc방,0,16,주차 문의,,A,,,,,예 주차공간이 따로 있습니다,주차공간,,,
고객,피씨방 영업시간이 어떻게 되나요?,H,관광여가오락,pc방,1,1,운영 시간 문의,,Q,,피씨방 영업시간이 어떻게 되나요?,,,,"피씨방, 영업시간",,피씨방/업소명,
점원,저희 24시간 영업입니다,H,관광여가오락,pc방,0,2,운영 시간 문의,,A,,,,,저희 24시간 영업입니다,"24시간, 영업",,24시간/영업시간,
고객,청소년들은 몇 시까지 사용이 가능한가요?,H,관광여가오락,pc방,1,3,청소년 이용 시간 문의,,Q,,청소년들은 몇 시까지 사용이 가능한가요?,,,,"청소년, 몇 시, 사용, 가능",,청소년/이용연령,
점원,오후 10시까지 사용 가능합니다,H,관광여가오락,pc방,0,4,청소년 이용 시간 문의,,A,,,,,오후 10시까지 사용 가능합니다,"오후 10시, 사용, 가능",,오후 10시/이용시간,
고객,요금은 한 시간에 얼마 정도예요?,H,관광여가오락,pc방,1,5,이용 가격 문의,,Q,,요금은 한 시간에 얼마 정도예요?,,,,"요금, 한 시간, 얼마",요금/가격,한 시간/이용시간,
점원,한 시간에 1000원입니다,H,관광여가오락,pc방,0,6,이용 가격 문의,,A,,,,,한 시간에 1000원입니다,"한 시간, 1000원",,"한 시간/이용시간, 1000원/이용가격",
고객,회원가입을 해야지만 이용이 가능한가요?,H,관광여가오락,pc방,1,7,이용 방법 문의,,Q,,회원가입을 해야지만 이용이 가능한가요?,,,,"회원가입, 이용, 가능",,회원가입/멤버십,
점원,아니요 비회원으로도 할 수 있습니다,H,관광여가오락,pc방,0,8,이용 방법 문의,,A,,,,,아니요 비회원으로도 할 수 있습니다,비회원,,비회원/이용형태회원,
고객,혹시 계산은 카드도 가능한가요?,H,관광여가오락,pc방,1,9,카드 결제 가능 문의,,Q,,혹시 계산은 카드도 가능한가요?,,,,"계산, 카드, 가능",,카드/결제수단,
점원,예 카드로 계산 가능합니다,H,관광여가오락,pc방,0,10,카드 결제 가능 문의,,A,,,,,예 카드로 계산 가능합니다,"카드, 계산, 가능",,카드/결제수단,
고객,혹시 회원가입은 어떻게 해야하나요?,H,관광여가오락,pc방,1,11,회원가입 문의,,Q,,혹시 회원가입은 어떻게 해야하나요?,,,,회원가입,,회원가입/멤버십,
점원,자리에 앉아서 본인인증 하시면 됩니다,H,관광여가오락,pc방,0,12,회원가입 문의,,A,,,,,자리에 앉아서 본인인증 하시면 됩니다,"자리, 본인인증",,자리/이용석,
고객,혹시 음식도 주문을 할 수 있나요?,H,관광여가오락,pc방,1,13,음식 주문 문의,,Q,,혹시 음식도 주문을 할 수 있나요?,,,,"움식, 주문",,,
점원,예 음식 주문도 할 수 있습니다,H,관광여가오락,pc방,0,14,음식 주문 문의,,A,,,,,예 음식 주문도 할 수 있습니다,"음식, 주문",,,
고객,와이파이는 설치가 되어 있나요?,H,관광여가오락,pc방,1,15,무선 인터넷 문의,,Q,,와이파이는 설치가 되어 있나요?,,,,"와이파이, 설치",와이파이/무선인터넷,,
점원,예 와이파이 설치되어 있습니다,H,관광여가오락,pc방,0,16,무선 인터넷 문의,,A,,,,,예 와이파이 설치되어 있습니다,"와이파이, 설치",와이파이/무선인터넷,,
고객,여기 커플석 같은 거는 있나요?,H,관광여가오락,pc방,1,17,커플석 문의,,Q,,여기 커플석 같은 거는 있나요?,,,,커플석,,커플석/이용석,
점원,예 2층은 다 커플석입니다,H,관광여가오락,pc방,0,18,커플석 문의,,A,,,,,예 2층은 다 커플석입니다,"2층, 커플석",,"2층/층수, 커플석/이용석",
고객,컴퓨터 그래픽카드 사양은 혹시 어느 정도 될까요?,H,관광여가오락,pc방,1,19,컴퓨터 성능 문의,,Q,,컴퓨터 그래픽카드 사양은 혹시 어느 정도 될까요?,,,,"컴퓨터, 그래픽카드, 사양",,그래픽카드/주변기기,
점원,그래픽카드는 다 1070이고 최신 제품은 1080티아이 이렇게 있습니다,H,관광여가오락,pc방,0,20,컴퓨터 성능 문의,,A,,,,,그래픽카드는 다 1070이고 최신 제품은 1080티아이 이렇게 있습니다,"그래픽카드, 1070, 제품, 1080티아이",,"그래픽카드/주변기기, 1070/주변기기, 1080티아이/주변기기",
고객,여기 혹시 비상구는 어느 쪽에 있을까요?,H,관광여가오락,pc방,1,21,비상구 위치 문의,,Q,,여기 혹시 비상구는 어느 쪽에 있을까요?,,,,어느 쪽,,어느 쪽/방향,
점원,비상구는 이쪽이랑 저쪽 흡연실 쪽에 있습니다,H,관광여가오락,pc방,0,22,비상구 위치 문의,,A,,,,,비상구는 이쪽이랑 저쪽 흡연실 쪽에 있습니다,"이쪽, 저쪽, 흡연실",,"이쪽/방향, 저쪽/방향, 흡연실/이용시설",
고객,혹시 주차할 수 있는 공간은 있나요?,H,관광여가오락,pc방,1,23,주차 문의,,Q,,혹시 주차할 수 있는 공간은 있나요?,,,,"주차, 공간",,,
점원,아니요 주차할 데는 없습니다,H,관광여가오락,pc방,0,24,주차 문의,,A,,,,,아니요 주차할 데는 없습니다,주차,,,
고객,여기 혹시 피씨방 영업시간이 어떻게 되십니까?,H,관광여가오락,pc방,1,1,운영 시간 문의,,Q,,여기 혹시 피씨방 영업시간이 어떻게 되십니까?,,,,피씨방,,피씨방/업소명,
점원,영업시간은 24시간입니다,H,관광여가오락,pc방,0,2,운영 시간 문의,,A,,,,,영업시간은 24시간입니다,24시간,,24시간/이용시간,
고객,그러면 청소년들은 몇 시까지 이용이 가능합니까?,H,관광여가오락,pc방,1,3,청소년 이용 시간 문의,,Q,,그러면 청소년들은 몇 시까지 이용이 가능합니까?,,,,"청소년, 몇 시, 이용, 가능",,청소년/이용연령,
점원,청소년들은 10시까지 이용 가능합니다,H,관광여가오락,pc방,0,4,청소년 이용 시간 문의,,A,,,,,청소년들은 10시까지 이용 가능합니다,"청소년, 10시, 이용, 가능",,"청소년/이용연령, 10시/이용시간",
고객,요금은 회원가입을 해야만 사용이 가능한가요?,H,관광여가오락,pc방,1,5,이용 방법 문의,,Q,,요금은 회원가입을 해야만 사용이 가능한가요?,,,,"요금, 회원가입, 사용, 가능",요금/가격,회원가입/멤버십,
점원,아니요 비회원도 사용 가능합니다,H,관광여가오락,pc방,0,6,이용 방법 문의,,A,,,,,아니요 비회원도 사용 가능합니다,"비회원, 사용, 가능",,비회원/이용형태회원,
고객,혹시 후불도 가능하죠?,H,관광여가오락,pc방,1,7,선후불 문의,,Q,,혹시 후불도 가능하죠?,,,,"후불, 가능",,후불/결제방법,
점원,예 후불도 가능합니다,H,관광여가오락,pc방,0,8,선후불 문의,,A,,,,,예 후불도 가능합니다,"후불, 가능",,후불/결제방법,
고객,혹시 카드 결제도 가능한가요?,H,관광여가오락,pc방,1,9,카드 결제 가능 문의,,Q,,혹시 카드 결제도 가능한가요?,,,,"카드, 결제, 가능",,카드/결제수단,
점원,예 카드 결제도 가능합니다,H,관광여가오락,pc방,0,10,카드 결제 가능 문의,,A,,,,,예 카드 결제도 가능합니다,"카드, 결제, 가능",,카드/결제수단,
고객,피씨방 자리에서 음식같은 거도 주문이 되나요?,H,관광여가오락,pc방,1,11,음식 주문 문의,,Q,,피씨방 자리에서 음식같은 거도 주문이 되나요?,,,,"피씨방, 자리, 음식, 주문",,"피씨방/업소명, 자리/이용석",
점원,예 자리에서 음식 주문하셔도 됩니다,H,관광여가오락,pc방,0,12,음식 주문 문의,,A,,,,,예 자리에서 음식 주문하셔도 됩니다,"자리, 음식, 주문",,자리/이용석,
고객,커플석같은 거는 있나요?,H,관광여가오락,pc방,1,13,커플석 문의,,Q,,커플석같은 거는 있나요?,,,,커플석,,커플석/이용석,
점원,커플석은 따로 없습니다,H,관광여가오락,pc방,0,14,커플석 문의,,A,,,,,커플석은 따로 없습니다,커플석,,커플석/이용석,
고객,흡연실은 어디에 있나요?,H,관광여가오락,pc방,1,15,흡연실 위치 문의,,Q,,흡연실은 어디에 있나요?,,,,흡연실,,흡연실/이용시설,
점원,흡연실은 저쪽에 있습니다,H,관광여가오락,pc방,0,16,흡연실 위치 문의,,A,,,,,흡연실은 저쪽에 있습니다,"흡연실, 저쪽",,"흡연실/이용시설, 저쪽/방향",
고객,비상구도 따로 있나요?,H,관광여가오락,pc방,1,17,비상구 문의,,Q,,비상구도 따로 있나요?,,,,,,,
점원,비상구도 따로 있습니다,H,관광여가오락,pc방,0,18,비상구 문의,,A,,,,,비상구도 따로 있습니다,,,,
고객,주차할 수 있는 시섵같은 거는 있나요?,H,관광여가오락,pc방,1,19,주차 문의,,Q,,주차할 수 있는 시섵같은 거는 있나요?,,,,"주차, 시설",,,
점원,예 주차장은 건물 주차장 사용하시면 됩니다,H,관광여가오락,pc방,0,20,주차 문의,,A,,,,,예 주차장은 건물 주차장 사용하시면 됩니다,"주차장, 건물 주차장, 사용",,,
고객,컴퓨터 사양은 베틀그라운드같은 이런 거는 다 원활하게 돌아가나요?,H,관광여가오락,pc방,1,21,컴퓨터 성능 문의,,Q,,컴퓨터 사양은 베틀그라운드같은 이런 거는 다 원활하게 돌아가나요?,,,,"컴퓨터, 사양, 베틀그라운드",,베틀그라운드/게임명,
점원,예 베틀그라운드 할 수 있는 사양입니다,H,관광여가오락,pc방,0,22,컴퓨터 성능 문의,,A,,,,,예 베틀그라운드 할 수 있는 사양입니다,"베틀그라운드, 사양",,베틀그라운드/게임명,
고객,혹시 예약같은 거도 가능할까요?,H,관광여가오락,pc방,1,23,예약 문의,,Q,,혹시 예약같은 거도 가능할까요?,,,,"예약, 가능",,,
점원,예 예약도 가능합니다,H,관광여가오락,pc방,0,24,예약 문의,,A,,,,,예 예약도 가능합니다,"예약, 가능",,,
고객,그러면 청소년들은 몇 시까지 사용이 가능한가요?,H,관광여가오락,pc방,1,1,청소년 이용 시간 문의,,Q,,그러면 청소년들은 몇 시까지 사용이 가능한가요?,,,,"청소년, 몇 시, 사용, 가능",,청소년/이용연령,
점원,청소년들은 10시까지 사용 가능합니다,H,관광여가오락,pc방,0,2,청소년 이용 시간 문의,,A,,,,,청소년들은 10시까지 사용 가능합니다,"청소년, 10시, 사용, 가능",,"청소년/이용연령, 10시/이용시간",
고객,요금은 한 시간에 얼마 정도 하나요?,H,관광여가오락,pc방,1,3,이용 가격 문의,,Q,,요금은 한 시간에 얼마 정도 하나요?,,,,"요금, 한 시간, 얼마",요금/가격,한 시간/이용시간,
점원,요금은 한 시간에 1000원입니다,H,관광여가오락,pc방,0,4,이용 가격 문의,,A,,,,,요금은 한 시간에 1000원입니다,"요금, 한 시간, 1000원",요금/가격,"한 시간/이용시간, 1000원/이용가격",
고객,비회원도 사용이 가능한가요?,H,관광여가오락,pc방,1,5,이용 방법 문의,,Q,,비회원도 사용이 가능한가요?,,,,"비회원, 사용, 가능",,비회원/이용형태회원,
점원,예 비회원도 사용 가능합니다,H,관광여가오락,pc방,0,6,이용 방법 문의,,A,,,,,예 비회원도 사용 가능합니다,"비회원, 사용, 가능",,비회원/이용형태회원,
고객,계산은 혹시 카드도 가능한가요?,H,관광여가오락,pc방,1,7,카드 결제 가능 문의,,Q,,계산은 혹시 카드도 가능한가요?,,,,"계산, 카드, 가능",,카드/결제수단,
점원,예 카드로 계산 가능합니다,H,관광여가오락,pc방,0,8,카드 결제 가능 문의,,A,,,,,예 카드로 계산 가능합니다,"카드, 계산, 가능",,카드/결제수단,
고객,여기 와이파이는 설치되어있나요?,H,관광여가오락,pc방,1,9,무선 인터넷 문의,,Q,,여기 와이파이는 설치되어있나요?,,,,"와이파이, 설치",와이파이/무선인터넷,,
점원,예 와이파이 설치되어 있습니다,H,관광여가오락,pc방,0,10,무선 인터넷 문의,,A,,,,,예 와이파이 설치되어 있습니다,"와이파이, 설치",와이파이/무선인터넷,,
고객,음식 주문도 혹시 자리에서 가능한가요?,H,관광여가오락,pc방,1,11,음식 주문 문의,,Q,,음식 주문도 혹시 자리에서 가능한가요?,,,,"음식, 주문, 자리, 가능",,자리/이용석,
점원,예 자리에서 음식 주문 가능합니다,H,관광여가오락,pc방,0,12,음식 주문 문의,,A,,,,,예 자리에서 음식 주문 가능합니다,"자리, 음식, 주문, 가능",,자리/이용석,
고객,비상구는 혹시 어느 쪽에 있나요?,H,관광여가오락,pc방,1,13,비상구 위치 문의,,Q,,비상구는 혹시 어느 쪽에 있나요?,,,,어느 쪽,,어느 쪽/방향,
점원,비상구는 저기 뒤쪽에 있습니다,H,관광여가오락,pc방,0,14,비상구 위치 문의,,A,,,,,비상구는 저기 뒤쪽에 있습니다,뒤쪽,,뒤쪽/방향,
고객,흡연실은 어느 쪽에 있어요?,H,관광여가오락,pc방,1,15,흡연실 위치 문의,,Q,,흡연실은 어느 쪽에 있어요?,,,,"흡연실, 어느 쪽",,"흡연실/이용시설, 어느 쪽/방향",
점원,흡연실은 안에 있습니다,H,관광여가오락,pc방,0,16,흡연실 위치 문의,,A,,,,,흡연실은 안에 있습니다,흡연실,,흡연실/이용시설,
고객,주차할 수 있는 공간은 있나요?,H,관광여가오락,pc방,1,17,주차 문의,,Q,,주차할 수 있는 공간은 있나요?,,,,"주차, 공간",,,
점원,아니요 주차할 수 있는 공간은 없습니다,H,관광여가오락,pc방,0,18,주차 문의,,A,,,,,아니요 주차할 수 있는 공간은 없습니다,"주차, 공간",,,
고객,여기 프린트는 가능한가요?,H,관광여가오락,pc방,1,19,프린트 이용 문의,,Q,,여기 프린트는 가능한가요?,,,,"프린트, 가능",프린트/인쇄,,
점원,예 프린트 가능합니다,H,관광여가오락,pc방,0,20,프린트 이용 문의,,A,,,,,예 프린트 가능합니다,"프린트, 가능",프린트/인쇄,,
고객,청소년들은 몇 시까지 사용이 가능한가요?,H,관광여가오락,pc방,1,1,청소년 이용 시간 문의,,Q,,청소년들은 몇 시까지 사용이 가능한가요?,,,,"청소년, 몇 시, 사용, 가능",,청소년/이용연령,
점원,밤 10시 전까지 사용 가능합니다,H,관광여가오락,pc방,0,2,청소년 이용 시간 문의,,A,,,,,밤 10시 전까지 사용 가능합니다,"밤 10시, 사용, 가능",,밤 10시/이용시간,
고객,그럼 혹시 한 시간에 요금은 얼마 정도예요?,H,관광여가오락,pc방,1,3,이용 가격 문의,,Q,,그럼 혹시 한 시간에 요금은 얼마 정도예요?,,,,"한 시간, 요금, 얼마",요금/가격,한 시간/이용시간,
점원,한 시간에 1000원입니다,H,관광여가오락,pc방,0,4,이용 가격 문의,,A,,,,,한 시간에 1000원입니다,"한 시간, 1000원",,"한 시간/이용시간, 1000원/이용가격",
고객,계산은 혹시 카드도 가능한가요?,H,관광여가오락,pc방,1,5,카드 결제 가능 문의,,Q,,계산은 혹시 카드도 가능한가요?,,,,"계산, 카드, 가능",,카드/결제수단,
점원,예 카드로 계산 가능합니다,H,관광여가오락,pc방,0,6,카드 결제 가능 문의,,A,,,,,예 카드로 계산 가능합니다,"카드, 계산, 가능",,카드/결제수단,
고객,카카오페이나 삼성페이도 가능한가요?,H,관광여가오락,pc방,1,7,결제수단 문의,,Q,,카카오페이나 삼성페이도 가능한가요?,,,,"카카오페이, 삼성페이, 가능",,"카카오페이/결제수단, 삼성페이/결제수단",
점원,예 카카오페이나 삼성페이도 가능합니다,H,관광여가오락,pc방,0,8,결제수단 문의,,A,,,,,예 카카오페이나 삼성페이도 가능합니다,"카카오페이, 삼성페이, 가능",,"카카오페이/결제수단, 삼성페이/결제수단",
