"SPEAKER","SENTENCE","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스","",""
"고객","네","C","학원","어학원","1","4","상담문의","교육경험문의","A","","","","네","","","","","",""
"점원","몇 학년이죠?","C","학원","어학원","0","5","상담문의","학년","Q","","","몇 학년이죠?","","","몇 학년","","","",""
"고객","재수에요. 중국으로 좀 보낼까 싶어서요","C","학원","어학원","1","6","상담문의","학년","A","","","","재수에요. 중국으로 좀 보낼까 싶어서요","","재수, 중국","","","",""
"점원","중국 학교 보내시려고요?","C","학원","어학원","0","7","상담문의","수강목적","Q","","","중국 학교 보내시려고요?","","","중국, 학교","","","",""
"고객","네 생각 하고 있어요","C","학원","어학원","1","8","상담문의","수강목적","A","","","","네 생각 하고 있어요","","생각","","","",""
"고객","유학가려면 회화가 되게 중요하죠?","C","학원","어학원","1","9","유학국가별수업내용문의","","Q","","유학가려면 회화가 되게 중요하죠?","","","","유학, 회화, 중요","","유학/목적, 회화/수업","",""
"점원","그렇죠 어학 좀 해야 하죠","C","학원","어학원","0","10","유학국가별수업내용문의","","A","","","","","그렇죠 어학 좀 해야 하죠","어학","","","",""
"고객","수강료가 얼마쯤 하죠?","C","학원","어학원","1","11","교육비문의","","Q","","수강료가 얼마쯤 하죠?","","","","수강료, 얼마","","","",""
"점원","회화는 일주일에 두 시간씩 해서 이십구만 팔천 원이에요 교재, 관리비, 교육비 다 포함된 가격이에요","C","학원","어학원","0","12","교육비문의","","A","","","","","회화는 일주일에 두 시간씩 해서 이십구만 팔천 원이에요 교재, 관리비, 교육비 다 포함된 가격이에요","회화, 일주일, 두 시간, 이십구만 팔천 원, 교재, 관리비, 교육비, 포함, 가격","","회화, 일주일, 두 시간, 이십구만 팔천 원, 교재, 관리비, 교육비, 포함, 가격","",""
"고객","몇 시간이에요?","C","학원","어학원","1","13","강의시간문의","","Q","","몇 시간이에요?","","","","몇 시간","","","",""
"점원","한 시간씩 한 달에 여덟 번 수업이에요","C","학원","어학원","0","14","강의시간문의","","A","","","","","한 시간씩 한 달에 여덟 번 수업이에요","한 시간, 한 달, 여덟 번, 수업","","한 시간/시간, 한 달/기간, 여덟 번/횟수","",""
"고객","4급 자격증 따려면 기간은 얼마나 걸릴까요?","C","학원","어학원","1","15","수업과정별수업내용문의","","Q","","4급 자격증 따려면 기간은 얼마나 걸릴까요?","","","","4급, 자격증, 기간","","4급/급수","",""
"점원","자격증은 2급이나 3급은 육 개월, 4급이나 5급은 일 년을 잡아요","C","학원","어학원","0","16","수업과정별수업내용문의","","A","","","","","자격증은 2급이나 3급은 육 개월, 4급이나 5급은 일 년을 잡아요","자격증, 2급, 3급, 육 개월, 4급, 5급, 일 년","","2급/급수, 3급/급수, 육 개월/기간, 4급/급수, 5급/급수, 일 년/기간","",""
"고객","전화번호 하나 주시겠어요?","C","학원","어학원","1","17","학원전화번호문의","","Q","","전화번호 하나 주시겠어요?","","","","전화번호, 하나","","","",""
"점원","네 데리고 오시면 학교도 안내해드릴게요","C","학원","어학원","0","18","학원전화번호문의","","A","","","","","네 데리고 오시면 학교도 안내해드릴게요","학교, 안내","","","",""
"고객","상담 좀 받으러 왔어요","C","학원","어학원","1","1","상담문의","","Q","","상담 좀 받으러 왔어요","","","","상담","","","",""
"점원","아이가 몇 학년인가요?","C","학원","어학원","0","2","상담문의","나이","Q","","","아이가 몇 학년인가요?","","","아이, 몇 학년","","아이/대상","",""
"고객","오학년이요","C","학원","어학원","1","3","상담문의","나이","A","","","","오학년이요","","오학년","","오학년/대상","",""
"점원","예약하시고 오셨어요?","C","학원","어학원","0","4","상담문의","상담예약확인","Q","","","예약하시고 오셨어요?","","","예약","","","",""
"고객","아니요","C","학원","어학원","1","5","상담문의","상담예약확인","A","","","","아니요","","","","","",""
"고객","학년 구성이 어떻게 되나요?","C","학원","어학원","1","6","반별학생구성문의","","Q","","학년 구성이 어떻게 되나요?","","","","학년 구성","","","",""
"점원","학생과 비슷한 친구들이 많아요","C","학원","어학원","0","7","반별학생구성문의","","A","","","","","학생과 비슷한 친구들이 많아요","학생, 친구","","","",""
"고객","수강료하고 그런 거 좀 물어보러 왔거든요","C","학원","어학원","1","8","교육비문의","","Q","","수강료하고 그런 거 좀 물어보러 왔거든요","","","","수강료","","","",""
"점원","수강료는 삼십오만 원이고 온라인 숙제 나가고 주 2회 수업이에요","C","학원","어학원","0","9","교육비문의","","A","","","","","수강료는 삼십오만 원이고 온라인 숙제 나가고 주 2회 수업이에요","수강료, 삼십오만 원, 온라인 숙제, 주 2회, 수업","","삼십오만 원/금액, 주 2회/횟수","",""
"고객","몇 시간이에요?","C","학원","어학원","1","10","강의시간문의","","Q","","몇 시간이에요?","","","","몇 시간","","","",""
"점원","세 시간이요","C","학원","어학원","0","11","강의시간문의","","A","","","","","세 시간이요","세 시간","","세 시간/시간","",""
"고객","선생님은 경력이 오래되셨나요?","C","학원","어학원","1","12","선생님경력문의","","Q","","선생님은 경력이 오래되셨나요?","","","","선생님, 경력","","","",""
"점원","원어민 선생님은 오래된 분들도 있고 계약 끝나고 가시는 분도 있어요","C","학원","어학원","0","13","선생님경력문의","","A","","","","","원어민 선생님은 오래된 분들도 있고 계약 끝나고 가시는 분도 있어요","원어민, 선생님, 계약","","","",""
"고객","몇 시부터 해요?","C","학원","어학원","1","14","수업시간표문의","","Q","","몇 시부터 해요?","","","","몇 시","","","",""
"점원","네시 십분 반 있고 일곱시 십분 반 있어요","C","학원","어학원","0","15","수업시간표문의","","A","","","","","네시 십분 반 있고 일곱시 십분 반 있어요","네시 십분 반, 일곱시 십분 반","","네시 십분 반/시간, 일곱시 십분 반/시간","",""
"고객","명함 하나 주세요","C","학원","어학원","1","16","팜플렛명함요청","","Q","","명함 하나 주세요","","","","명함, 하나","","","",""
"점원","네 청담어학원꺼 하나 드릴게요","C","학원","어학원","0","17","팜플렛명함요청","","A","","","","","네 청담어학원꺼 하나 드릴게요","청담어학원, 하나","","","",""
"고객","중학생도 교육해요?","C","학원","어학원","1","1","수강대상문의","","Q","","중학생도 교육해요?","","","","중학생, 교육","","중학생/대상","",""
"점원","네 나이가 어떻게 되나요?","C","학원","어학원","0","2","상담문의","나이","Q","","","네 나이가 어떻게 되나요?","","","나이","","","",""
"고객","이제 중학교 들어가요","C","학원","어학원","1","3","상담문의","나이","A","","","","이제 중학교 들어가요","","이제, 중학교","","","",""
"고객","수업 시간은 어떻게 돼요?","C","학원","어학원","1","4","강의시간문의","","Q","","수업 시간은 어떻게 돼요?","","","","수업, 시간","","","",""
"점원","시간은 일곱시에서 아홉시 반이고요 월, 화, 목, 금 수업해요","C","학원","어학원","0","5","강의시간문의","","A","","","","","시간은 일곱시에서 아홉시 반이고요 월, 화, 목, 금 수업해요","시간, 일곱시, 아홉시 반, 월, 화, 목, 금, 수업","","일곱시/시작시간, 아홉시 반/마감시간, 월/요일, 화/요일, 목/요일, 금/요일","",""
"점원","영역은 스피킹, 라이팅, 그래머 이런 게 있고요 내신 대비도 있어요","C","학원","어학원","0","6","전반적인수업커리큘럼문의","","A","","","","","영역은 스피킹, 라이팅, 그래머 이런 게 있고요 내신 대비도 있어요","영역, 스피킹, 라이팅, 그래머, 내신 대비","","스피킹/수업, 라이팅/수업, 그래머/수업, 내신 대비/수업방향","",""
"고객","보통 학년은 어떻게 돼요?","C","학원","어학원","1","7","수강대상문의","","Q","","보통 학년은 어떻게 돼요?","","","","보통, 학년","","","",""
"점원","초1부터 중3까지 하고요 고등학생은 없어요","C","학원","어학원","0","8","수강대상문의","","A","","","","","초1부터 중3까지 하고요 고등학생은 없어요","초1, 중3, 고등학생","","초1/대상, 중3/대상, 고등학생/대상","",""
"고객","한 반에 얼마나 있어요?","C","학원","어학원","1","9","반별학생수문의","","Q","","한 반에 얼마나 있어요?","","","","한 반","","","",""
"점원","대략 10명 정도에요","C","학원","어학원","0","10","반별학생수문의","","A","","","","","대략 10명 정도에요","대략, 10명, 정도","","10명/인원","",""
"고객","수업비는요?","C","학원","어학원","1","11","교육비문의","","Q","","수업비는요?","","","","수업비","","","",""
"점원","수업비는 한 달에 25만 원 생각해주시면 돼요","C","학원","어학원","0","12","교육비문의","","A","","","","","수업비는 한 달에 25만 원 생각해주시면 돼요","수업비, 한 달, 25만 원, 생각","","한 달/기간, 25만 원/금액","",""
"점원","학생이 공부는 어디서 배우고 있나요?","C","학원","어학원","0","13","상담문의","타학원수강문의","Q","","","학생이 공부는 어디서 배우고 있나요?","","","학생, 공부, 어디","","학생/대상","",""
"고객","현재는 아카바에서 하고 있어요","C","학원","어학원","1","14","상담문의","타학원수강문의","A","","","","현재는 아카바에서 하고 있어요","","현재, 아카바","","아카바/학원명","",""
"점원","아카바에서 레벨은 어느 정도 하던가요?","C","학원","어학원","0","15","상담문의","레벨","Q","","","아카바에서 레벨은 어느 정도 하던가요?","","","아카바, 레벨, 정도","","아카바/학원명","",""
"고객","그냥 보통 수준이에요 한 학기 정도 앞서갈 거예요","C","학원","어학원","1","16","상담문의","레벨","A","","","","그냥 보통 수준이에요 한 학기 정도 앞서갈 거예요","","보통, 수준, 한 학기, 정도","","보통/레벨, 한 학기/기간","",""
"고객","교재비는요?","C","학원","어학원","1","17","교재비문의","","Q","","교재비는요?","","","","교재비","","","",""
"점원","3개월간 사용하고 비용은 팔만 원이에요","C","학원","어학원","0","18","교재비문의","","A","","","","","3개월간 사용하고 비용은 팔만 원이에요","3개월, 사용, 비용, 팔만 원","","3개월/기간, 팔만 원/금액","",""
"고객","중학생도 수업해요?","C","학원","어학원","1","1","반별학생구성문의","","Q","","중학생도 수업해요?","","","","중학생, 수업","","중학생/대상","",""
"점원","네 해요","C","학원","어학원","0","2","반별학생구성문의","","A","","","","","네 해요","","","","",""
"고객","고등학생도 있어요?","C","학원","어학원","1","3","반별학생구성문의","","Q","","고등학생도 있어요?","","","","고등학생","","고등학생/대상","",""
"점원","네 다 다녀요","C","학원","어학원","0","4","반별학생구성문의","","A","","","","","네 다 다녀요","","","","",""
"고객","중학생 비율은요?","C","학원","어학원","1","5","반별학생구성문의","","Q","","중학생 비율은요?","","","","중학생, 비율","","중학생/대상","",""
"점원","다 비슷한 거 같아요","C","학원","어학원","0","6","반별학생구성문의","","A","","","","","다 비슷한 거 같아요","","","","",""
"고객","수업 시간은요?","C","학원","어학원","1","7","강의시간문의","","Q","","수업 시간은요?","","","","수업, 시간","","","",""
"점원","다섯시에서 일곱시 반까지 두 시간 반 정도입니다","C","학원","어학원","0","8","강의시간문의","","A","","","","","다섯시에서 일곱시 반까지 두 시간 반 정도입니다","다섯시, 일곱시 반, 두 시간 반, 정도","","다섯시/시작시간, 일곱시 반/마감시간, 두 시간 반/시간","",""
"고객","날짜는요?","C","학원","어학원","1","9","수업시간표문의","","Q","","날짜는요?","","","","날짜","","","",""
"점원","월목반이랑 화금반 있어요","C","학원","어학원","0","10","수업시간표문의","","A","","","","","월목반이랑 화금반 있어요","월목반, 화금반","","월목반/반, 화금반/반","",""
"고객","셔틀은 따로 없죠?","C","학원","어학원","1","11","학원차량가능문의","","Q","","셔틀은 따로 없죠?","","","","셔틀","","","",""
"점원","네 없어요","C","학원","어학원","0","12","학원차량가능문의","","A","","","","","네 없어요","","","","",""
"고객","한 반에 정원이 얼마나 되는데요?","C","학원","어학원","1","13","반별학생수문의","","Q","","한 반에 정원이 얼마나 되는데요?","","","","한 반, 정원","","","",""
"점원","9명이요","C","학원","어학원","0","14","반별학생수문의","","A","","","","","9명이요","9명","","9명/인원","",""
"고객","수업비는요?","C","학원","어학원","1","15","교육비문의","","Q","","수업비는요?","","","","수업비","","","",""
"점원","수업비는 중등부는 다 합쳐서 28만 원이에요","C","학원","어학원","0","16","교육비문의","","A","","","","","수업비는 중등부는 다 합쳐서 28만 원이에요","수업비, 중등부, 28만 원","","중등부/대상, 28만 원/금액","",""
"고객","교재비는요?","C","학원","어학원","1","17","교재비문의","","Q","","교재비는요?","","","","교재비","","","",""
"점원","따로 사 오셔야 해요","C","학원","어학원","0","18","교재비문의","","A","","","","","따로 사 오셔야 해요","","","","",""
"점원","명함 하나 드릴까요?","C","학원","어학원","0","19","팜플렛명함요청","명함","Q","","","명함 하나 드릴까요?","","","명함, 하나","","","",""
"고객","네 제가 우리 애랑 상의 좀 해볼게요","C","학원","어학원","1","20","팜플렛명함요청","명함","A","","","","네 제가 우리 애랑 상의 좀 해볼게요","","우리 애, 상의","","우리 애/대상","",""
"점원","원래 어디 다녔어요?","C","학원","어학원","0","21","상담문의","타학원수강문의","Q","","","원래 어디 다녔어요?","","","원래, 어디","","","",""
"고객","원래 아카바요","C","학원","어학원","1","22","상담문의","타학원수강문의","A","","","","원래 아카바요","","원래, 아카바","","아카바/학원","",""
"고객","예비 중1반 시작은 언제부터예요?","C","학원","어학원","1","23","수업시간표문의","","Q","","예비 중1반 시작은 언제부터예요?","","","","예비 중1반, 시작, 언제","","예비 중1반/대상","",""
"점원","지금 하고 있어요 교재는 아마 중간쯤 하고 있는데도 있을거에요","C","학원","어학원","0","24","수업시간표문의","","A","","","","","지금 하고 있어요 교재는 아마 중간쯤 하고 있는데도 있을거에요","지금, 교재, 중간","","","",""
"고객","중학생도 여기 많아요?","C","학원","어학원","1","1","반별학생구성문의","","Q","","중학생도 여기 많아요?","","","","중학생, 여기","","중학생/대상","",""
"점원","네 있어요","C","학원","어학원","0","2","반별학생구성문의","","A","","","","","네 있어요","","","","",""
"고객","수업 날짜나 시간을 좀 여쭤보려고요","C","학원","어학원","1","3","강의시간문의","","Q","","수업 날짜나 시간을 좀 여쭤보려고요","","","","수업, 날짜, 시간","","","",""
"점원","시간은 일곱시부터 열시까지예요","C","학원","어학원","0","4","강의시간문의","","A","","","","","시간은 일곱시부터 열시까지예요","시간, 일곱시, 열시","","일곱시/시작시간, 열시/마감시간","",""
"고객","셔틀은 있죠?","C","학원","어학원","1","5","학원차량가능문의","","Q","","셔틀은 있죠?","","","","셔틀","","","",""
"점원","네 있어요","C","학원","어학원","0","6","학원차량가능문의","","A","","","","","네 있어요","","","","",""
"고객","수강료는요?","C","학원","어학원","1","7","교육비문의","","Q","","수강료는요?","","","","수강료","","","",""
"점원","반 별로 다 달라요","C","학원","어학원","0","8","교육비문의","","A","","","","","반 별로 다 달라요","반","","","",""
"고객","테스트는 예약하고 와야하나요?","C","학원","어학원","1","9","레벨테스트문의요청","","Q","","테스트는 예약하고 와야하나요?","","","","테스트, 예약","","","",""
"점원","네 그러셔야 정확한 레벨이 나오구요","C","학원","어학원","0","10","레벨테스트문의요청","","A","","","","","네 그러셔야 정확한 레벨이 나오구요","정확, 레벨","","","",""
"고객","반에는 몇 명이에요?","C","학원","어학원","1","11","반별학생수문의","","Q","","반에는 몇 명이에요?","","","","반, 몇 명","","","",""
"점원","열다섯 명이요","C","학원","어학원","0","12","반별학생수문의","","A","","","","","열다섯 명이요","열다섯 명","","열다섯 명/인원","",""
"고객","에이프릴은 작은 애들만 가르치나요?","C","학원","어학원","1","1","반별학생구성문의","","Q","","에이프릴은 작은 애들만 가르치나요?","","","","에이프릴, 애","","에이프릴/반, 애/대상","",""
"점원","네 초등학교 육학년까지예요","C","학원","어학원","0","2","반별학생구성문의","","A","","","","","네 초등학교 육학년까지예요","초등학교 육학년","","초등학교 육학년/대상","",""
"점원","몇 학년이에요?","C","학원","어학원","0","3","상담문의","학년","Q","","","몇 학년이에요?","","","몇 학년","","","",""
"고객","이제 육학년 돼요","C","학원","어학원","1","4","상담문의","학년","A","","","","이제 육학년 돼요","","이제, 육학년","","육학년/대상","",""
"고객","육학년 많나요?","C","학원","어학원","1","5","반별학생구성문의","","Q","","육학년 많나요?","","","","육학년","","육학년/대상","",""
"점원","네 많아요","C","학원","어학원","0","6","반별학생구성문의","","A","","","","","네 많아요","","","","",""
"고객","테스트 쳐야 해요?","C","학원","어학원","1","7","레벨테스트문의요청","","Q","","테스트 쳐야 해요?","","","","테스트","","","",""
"점원","네 그래야 정확하게 진단이 나오죠","C","학원","어학원","0","8","레벨테스트문의요청","","A","","","","","네 그래야 정확하게 진단이 나오죠","정확, 진단","","","",""
"고객","수업 날짜는 무슨 요일에 있어요?","C","학원","어학원","1","9","수업시간표문의","","Q","","수업 날짜는 무슨 요일에 있어요?","","","","수업 날짜, 요일","","","",""
"점원","월수목 아니면 화수금이에요","C","학원","어학원","0","10","수업시간표문의","","A","","","","","월수목 아니면 화수금이에요","월수목, 화수금","","월수목/반, 화수금/반","",""
"고객","수업 시간은 어떻게 돼요?","C","학원","어학원","1","11","강의시간문의","","Q","","수업 시간은 어떻게 돼요?","","","","수업, 시간","","","",""
"점원","네 주 3회 한 시간 반이에요","C","학원","어학원","0","12","강의시간문의","","A","","","","","네 주 3회 한 시간 반이에요","주 3회, 한 시간 반","","주 3회/횟수, 한 시간 반/시간","",""
"고객","수업비는요?","C","학원","어학원","1","13","교육비문의","","Q","","수업비는요?","","","","수업비","","","",""
"점원","수업료는 레벨에 따라 다른데 이십사만 원부터 이십칠만 원까지 있어요","C","학원","어학원","0","14","교육비문의","","A","","","","","수업료는 레벨에 따라 다른데 이십사만 원부터 이십칠만 원까지 있어요","수업료, 레벨, 이십사만 원, 이십칠만 원","","이십사만 원/금액, 이십칠만 원/금액","",""
"고객","선행도 하는 거죠?","C","학원","어학원","1","15","진도문의","","Q","","선행도 하는 거죠?","","","","선행","","","",""
"점원","네 예습 복습이라서요","C","학원","어학원","0","16","진도문의","","A","","","","","네 예습 복습이라서요","예습, 복습","","","",""
"고객","테스트 받게 하고 싶으면 내일 해야 해요?","C","학원","어학원","1","17","레벨테스트문의요청","","Q","","테스트 받게 하고 싶으면 내일 해야 해요?","","","","테스트, 내일","","내일/날짜","",""
"점원","내일은 다 마감됐구요 다음주 월요일 되셔야 해요","C","학원","어학원","0","18","레벨테스트문의요청","","A","","","","","내일은 다 마감됐구요 다음주 월요일 되셔야 해요","내일, 마감, 다음주, 월요일","","내일/날짜, 다음주 월요일/날짜","",""
"고객","테스트 시간은 몇 시인데요?","C","학원","어학원","1","19","레벨테스트문의요청","","Q","","테스트 시간은 몇 시인데요?","","","","테스트, 시간, 몇 시","","","",""
"점원","다섯 시요","C","학원","어학원","0","20","레벨테스트문의요청","","A","","","","","다섯 시요","다섯 시","","다섯 시/시간","",""
"고객","테스트는 전화로 예약하면 되죠?","C","학원","어학원","1","21","레벨테스트문의요청","","Q","","테스트는 전화로 예약하면 되죠?","","","","테스트, 전화, 예약","","","",""
"점원","네 그리고 사이트에서 회원가입해주셔야 해요","C","학원","어학원","0","22","레벨테스트문의요청","","A","","","","","네 그리고 사이트에서 회원가입해주셔야 해요","사이트, 회원가입","","","",""
"고객","테스트 비용은 있어요?","C","학원","어학원","1","23","레벨테스트문의요청","","Q","","테스트 비용은 있어요?","","","","테스트, 비용","","","",""
"점원","이만 원이에요","C","학원","어학원","0","24","레벨테스트문의요청","","A","","","","","이만 원이에요","이만 원","","이만 원/금액","",""
"점원","학생 이름은요?","C","학원","어학원","0","25","상담문의","이름","Q","","","학생 이름은요?","","","학생, 이름","","","",""
"고객","#이름#이요","C","학원","어학원","1","26","상담문의","이름","A","","","","#이름#이요","","#이름#","","#이름#/이름","",""
"점원","자료 하나 드릴까요?","C","학원","어학원","0","27","팜플렛명함요청","자료제공","Q","","","자료 하나 드릴까요?","","","자료, 하나","","","",""
"고객","네 읽어볼게요","C","학원","어학원","1","28","팜플렛명함요청","자료제공","A","","","","네 읽어볼게요","","","","","",""
"고객","지금 중1 올라가는데 영어 배울 수 있나요?","C","학원","어학원","1","1","상담문의","","Q","","지금 중1 올라가는데 영어 배울 수 있나요?","","","","지금, 중1, 영어","","중1/대상, 영어/외국어","",""
"점원","네 물론이죠","C","학원","어학원","0","2","상담문의","","A","","","","","네 물론이죠","","","","",""
"점원","학교는 어디에요?","C","학원","어학원","0","3","상담문의","학생다니는학교","Q","","","학교는 어디에요?","","","학교, 어디","","","",""
"고객","동중 됐어요","C","학원","어학원","1","4","상담문의","학생다니는학교","A","","","","동중 됐어요","","동중","","동중/학교명","",""
"점원","학원은 다니고 있어요?","C","학원","어학원","0","5","상담문의","교육경험문의","Q","","","학원은 다니고 있어요?","","","학원","","","",""
"고객","다녔는데 지금 한 달 정도 쉬고 있어요","C","학원","어학원","1","6","상담문의","교육경험문의","A","","","","다녔는데 지금 한 달 정도 쉬고 있어요","","지금, 한 달, 정도","","한 달/기간","",""
"점원","어느 학원 다녔어요?","C","학원","어학원","0","7","상담문의","타학원수강문의","Q","","","어느 학원 다녔어요?","","","어느, 학원","","","",""
"고객","아카바요","C","학원","어학원","1","8","상담문의","타학원수강문의","A","","","","아카바요","","아카바","","아카바/학원명","",""
"고객","한 반에 보통 여섯이에요?","C","학원","어학원","1","9","반별학생수문의","","Q","","한 반에 보통 여섯이에요?","","","","한 반, 보통, 여섯","","여섯/인원","",""
"점원","많으면 그렇고 아니면 두 세명 소수 정예로 해요","C","학원","어학원","0","10","반별학생수문의","","A","","","","","많으면 그렇고 아니면 두 세명 소수 정예로 해요","두 세명, 소수 정예","","두 세명/인원","",""
"고객","수업 시간은요?","C","학원","어학원","1","11","강의시간문의","","Q","","수업 시간은요?","","","","수업, 시간","","","",""
"점원","사십오분 수업 두 번 해서 총 구십분 해요","C","학원","어학원","0","12","강의시간문의","","A","","","","","사십오분 수업 두 번 해서 총 구십분 해요","사십오분, 수업, 두 번, 구십분","","사십오분/시간, 두 번/횟수, 구십분/시간","",""
"고객","교재는 자체 교재에요?","C","학원","어학원","1","13","학원교재문의","","Q","","교재는 자체 교재에요?","","","","교재, 자체 교재","","","",""
"점원","외부 교재 써요","C","학원","어학원","0","14","학원교재문의","","A","","","","","외부 교재 써요","외부 교재","","","",""
"고객","온라인 수업도 있어요?","C","학원","어학원","1","15","온라인수업문의","","Q","","온라인 수업도 있어요?","","","","온라인, 수업","","","",""
"점원","초등은 온라인 수업을 하는데 중등은 다 강의를 해요","C","학원","어학원","0","16","온라인수업문의","","A","","","","","초등은 온라인 수업을 하는데 중등은 다 강의를 해요","초등, 온라인, 수업, 중등, 강의","","초등/대상, 온라인 수업/수업방식, 중등/대상, 강의/수업방식","",""
"고객","일주일에 며칠이에요?","C","학원","어학원","1","17","수업시간표문의","","Q","","일주일에 며칠이에요?","","","","일주일, 며칠","","일주일/기간","",""
"점원","세 번이고 월 수 금, 화 목 토 중에 선택하면 돼요 추가로 하루는 단어 시험을 쳐요","C","학원","어학원","0","18","수업시간표문의","","A","","","","","세 번이고 월 수 금, 화 목 토 중에 선택하면 돼요 추가로 하루는 단어 시험을 쳐요","세 번, 월 수 금, 화 목 토, 선택, 추가, 하루, 단어, 시험","","세 번/횟수, 월 수 금/반, 화 목 토/반, 하루/기간, 단어 시험/수업","",""
"고객","수업비는요?","C","학원","어학원","1","19","교육비문의","","Q","","수업비는요?","","","","수업비","","","",""
"점원","이십팔만 원이에요","C","학원","어학원","0","20","교육비문의","","A","","","","","이십팔만 원이에요","이십팔만 원","","이십팔만 원/금액","",""
"점원","학생 나이가 어떻게 되요?","C","학원","어학원","0","1","상담문의","나이","Q","","","학생 나이가 어떻게 되요?","","","학생, 나이","","","",""
"고객","중1 들어가거든요","C","학원","어학원","1","2","상담문의","나이","A","","","","중1 들어가거든요","","중1","","중1/대상","",""
"고객","수업이 어떻게 있어요?","C","학원","어학원","1","3","수업시간표문의","","Q","","수업이 어떻게 있어요?","","","","수업","","","",""
"점원","월목반, 화금반 하고 있고요","C","학원","어학원","0","4","수업시간표문의","","A","","","","","월목반, 화금반 하고 있고요","월목반, 화금반","","월목반/반, 화금반/반","",""
"고객","시간은요?","C","학원","어학원","1","5","강의시간문의","","Q","","시간은요?","","","","시간","","","",""
"점원","중1은 다섯시 이십분부터 여덟시 이십분까지 시간대가 정해져 있어요","C","학원","어학원","0","6","강의시간문의","","A","","","","","중1은 다섯시 이십분부터 여덟시 이십분까지 시간대가 정해져 있어요","중1, 다섯시 이십분, 여덟시 이십분, 시간","","중1/대상, 다섯시 이십분/시간, 여덟시 이십분/시간","",""
"고객","중학교 내신 위주로 해주나요?","C","학원","어학원","1","7","수업과정별수업내용문의","","Q","","중학교 내신 위주로 해주나요?","","","","중학교, 내신, 위주","","중학교/대상, 내신/수업방향","",""
"점원","수업은 문법, 독해, 듣기 수업을 하고요 수업 전후에 테스트가 있어요","C","학원","어학원","0","8","수업과정별수업내용문의","","A","","","","","수업은 문법, 독해, 듣기 수업을 하고요 수업 전후에 테스트가 있어요","수업, 문법, 독해, 듣기, 전후, 테스트","","문법/수업, 독해/수업, 듣기/수업, 테스트/수업","",""
"고객","여기 동중 애들이 좀 있나요?","C","학원","어학원","1","9","반별학생구성문의","","Q","","여기 동중 애들이 좀 있나요?","","","","여기, 동중, 애들","","동중/학교명","",""
"점원","2-3학년은 많이 있어요","C","학원","어학원","0","10","반별학생구성문의","","A","","","","","2-3학년은 많이 있어요","2-3학년","","2-3학년/대상","",""
"고객","수업비는요?","C","학원","어학원","1","11","교육비문의","","Q","","수업비는요?","","","","수업비","","","",""
"점원","한 달은 8회 기준으로 27만 원이에요","C","학원","어학원","0","12","교육비문의","","A","","","","","한 달은 8회 기준으로 27만 원이에요","한 달, 8회, 기준, 27만 원","","한 달/기간, 8회/횟수, 27만 원/금액","",""
"고객","교재비는요?","C","학원","어학원","1","13","교재비문의","","Q","","교재비는요?","","","","교재비","","","",""
"점원","따로에요","C","학원","어학원","0","14","교재비문의","","A","","","","","따로에요","","","","",""
"고객","테스트는 전화로 예약되나요?","C","학원","어학원","1","15","레벨테스트문의요청","","Q","","테스트는 전화로 예약되나요?","","","","테스트, 전화, 예약","","","",""
"점원","당일은 안되고 하루 전까지만 연락 주면 되세요","C","학원","어학원","0","16","레벨테스트문의요청","","A","","","","","당일은 안되고 하루 전까지만 연락 주면 되세요","당일, 하루 전, 연락","","당일/날짜, 하루 전/날짜","",""
"고객","상담 가능한가요?","C","학원","어학원","1","1","상담문의","","Q","","상담 가능한가요?","","","","상담, 가능","","","",""
"점원","지금은 다 수업 중이라서 조금 기다리셔야 하는데","C","학원","어학원","0","2","상담문의","","A","","","","","지금은 다 수업 중이라서 조금 기다리셔야 하는데","지금, 수업, 조금","","","",""
"점원","애는 몇 학년이죠?","C","학원","어학원","0","3","상담문의","학년","Q","","","애는 몇 학년이죠?","","","애, 몇 학년","","","",""
"고객","중3이요","C","학원","어학원","1","4","상담문의","학년","A","","","","중3이요","","중3","","중3/대상","",""
"점원","경운중이에요?","C","학원","어학원","0","5","상담문의","학생다니는학교","Q","","","경운중이에요?","","","경운중","","경운중/학교명","",""
"고객","네","C","학원","어학원","1","6","상담문의","학생다니는학교","A","","","","네","","","","","",""
"점원","성적이 어느 정도 나오나요?","C","학원","어학원","0","7","상담문의","성적","Q","","","성적이 어느 정도 나오나요?","","","성적, 정도","","","",""
"고객","학교 시험은 자습서랑 하니깐 90점 이상은 맞는데요","C","학원","어학원","1","8","상담문의","성적","A","","","","학교 시험은 자습서랑 하니깐 90점 이상은 맞는데요","","학교, 시험, 자습서, 90점, 이상","","90점/점수","",""
"점원","어느 부분이 문제가 돼서 문의하셨나요?","C","학원","어학원","0","9","상담문의","상담목적","Q","","","어느 부분이 문제가 돼서 문의하셨나요?","","","부분, 문제, 문의","","","",""
"고객","전치사가 나오면 해석을 못하더라고요","C","학원","어학원","1","10","상담문의","상담목적","A","","","","전치사가 나오면 해석을 못하더라고요","","전치사, 해석","","전치사/품사, 해석/수업","",""
"고객","여기는 어떻게 가르치시는데요?","C","학원","어학원","1","11","전반적인수업커리큘럼문의","","Q","","여기는 어떻게 가르치시는데요?","","","","여기","","","",""
