"SPEAKER","SENTENCE","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스",""
"고객","3월 16일이나 23일이나","G","숙박","펜션캠핑장","1","9","이용요금문의","날짜문의","A","","","","3월 16일이나 23일이나","","3월 16일,23일","","",""
"점원","방이 세 가지 타입인 거 아시나요?","G","숙박","펜션캠핑장","0","10","이용요금문의","객실공간문의","Q","","","방이 세 가지 타입인 거 아시나요?","","","방,세 가지,타입","","세 가지/수량",""
"고객","네, 세 가지인 거 알아요","G","숙박","펜션캠핑장","1","11","이용요금문의","객실공간문의","A","","","","네, 세 가지인 거 알아요","","세 가지","","세 가지/수량",""
"점원","방은 25만원, 35만원, 36만원이 있어요","G","숙박","펜션캠핑장","0","12","이용요금문의","","A","1","","","","방은 25만원, 35만원, 36만원이 있어요","방,25만원,35만원,36만원","","25만원/가격,35만원/가격,36만원/가격",""
"고객","온돌방인가요? 침대방인가요?","G","숙박","펜션캠핑장","1","13","방종류문의","","Q","","온돌방인가요? 침대방인가요?","","","","온돌방,침대방","","온돌방/방 종류,침대방/방 종류",""
"점원","다 침대고, 객실에서 문 열면 뷰도 기가 막히죠","G","숙박","펜션캠핑장","0","14","방종류문의","","A","","","","","다 침대고, 객실에서 문 열면 뷰도 기가 막히죠","침대,객실,뷰","","",""
"고객","근처에 가볼 만 한 곳 있죠?","G","숙박","펜션캠핑장","1","15","주변관광지문의","","Q","","근처에 가볼 만 한 곳 있죠?","","","","근처","","",""
"점원","경주니깐 주상절리도 있어요","G","숙박","펜션캠핑장","0","16","주변관광지문의","","A","","","","","경주니깐 주상절리도 있어요","경주,주상절리","","경주/지역 이름",""
"고객","관광은 도보로 안 되죠?","G","숙박","펜션캠핑장","1","17","교통편의문의","","Q","","관광은 도보로 안 되죠?","","","","관광,도보","","도보/이동수단",""
"점원","관광지는 차로 가셔야 해요. 바다에 가시려면 무료로 가이드 카트라고 전동버스가 있어요","G","숙박","펜션캠핑장","0","18","교통편의문의","","A","","","","","관광지는 차로 가셔야 해요. 바다에 가시려면 무료로 가이드 카트라고 전동버스가 있어요","관광지,차","","차/이동수단",""
"고객","제휴 할인 카드가 있나요?","G","숙박","펜션캠핑장","1","19","할인문의","","Q","","제휴 할인 카드가 있나요?","","","","제휴 할인 카드","","제휴 할인 카드/카드 종류",""
"점원","저희는 제휴 할인이 없어요","G","숙박","펜션캠핑장","0","20","할인문의","","A","","","","","저희는 제휴 할인이 없어요","제휴 할인","","제휴 할인/할인 종류",""
"고객","조금 고민해보고 다시 전화드릴게요","G","숙박","펜션캠핑장","1","21","재통화요청","","Q","","조금 고민해보고 다시 전화드릴게요","","","","","","",""
"점원","네, 전화 주세요","G","숙박","펜션캠핑장","0","22","재통화요청","","A","","","","","네, 전화 주세요","","","",""
"고객","주말에 예약이 가능한가요?","G","숙박","펜션캠핑장","1","1","예약문의","","Q","","주말에 예약이 가능한가요?","","","","주말,예약","","",""
"점원","이번 주말이요?","G","숙박","펜션캠핑장","0","2","예약문의","날짜확인","Q","","","이번 주말이요?","","","주말","","",""
"고객","4월 6일에 1박 2일요","G","숙박","펜션캠핑장","1","3","예약문의","날짜확인","A","","","","4월 6일에 1박 2일요","","4월 6일,1박 2일","","1박 2일/기간",""
"점원","4월 6일이 맞으신가요?","G","숙박","펜션캠핑장","0","4","예약문의","날짜확인","Q","","","4월 6일이 맞으신가요?","","","4월 6일","","",""
"고객","네, 4월 6일이요","G","숙박","펜션캠핑장","1","5","예약문의","날짜확인","A","","","","네, 4월 6일이요","","4월 6일","","",""
"점원","몇 분이신데요?","G","숙박","펜션캠핑장","0","6","예약문의","인원수문의","Q","","","몇 분이신데요?","","","몇 분","","몇 분/인원",""
"고객","총 6명이요","G","숙박","펜션캠핑장","1","7","예약문의","인원수문의","A","","","","총 6명이요","","6명","","6명/인원",""
"점원","4월 6일에 침실 2개 자리가 있는데, 6명 추가 요금 해서 18만원이에요","G","숙박","펜션캠핑장","0","8","예약문의","","A","1","","","","4월 6일에 침실 2개 자리가 있는데, 6명 추가 요금 해서 18만원이에요","4월 6일,침실,2개,6명,추가 요금,18만원","","2개/수량,6명/인원,18만원/가격",""
"고객","이 가격에 조식이 포함되나요?","G","숙박","펜션캠핑장","1","9","조식제공문의","","Q","","이 가격에 조식이 포함되나요?","","","","가격,조식","","",""
"점원","저희가 조식은 없어요. 취사시설은 다 되어 있어요","G","숙박","펜션캠핑장","0","10","조식제공문의","","A","","","","","저희가 조식은 없어요. 취사시설은 다 되어 있어요","조식,취사시설","","",""
"고객","체크인 시간은 몇 시부터예요?","G","숙박","펜션캠핑장","1","11","체크인시간문의","","Q","","체크인 시간은 몇 시부터예요?","","","","체크인,몇 시","","몇 시/시간",""
"점원","체크인은 오후 2시부터 들어오실 수 있고, 체크아웃은 11시까지 하시면 돼요","G","숙박","펜션캠핑장","0","12","체크인시간문의","","A","","","","","체크인은 오후 2시부터 들어오실 수 있고, 체크아웃은 11시까지 하시면 돼요","체크인,오후,2시,체크아웃,11시","","오후/시간,2시/시간,11시/시간",""
"고객","아기들 이용할 수 있는 놀이 공간은 있나요?","G","숙박","펜션캠핑장","1","13","편의시설문의","","Q","","아기들 이용할 수 있는 놀이 공간은 있나요?","","","","아기들,놀이 공간","아기들/아기","아기/연령대",""
"점원","놀이 공간은 따로 없어요","G","숙박","펜션캠핑장","0","14","편의시설문의","","A","","","","","놀이 공간은 따로 없어요","놀이 공간","","",""
"고객","수영장은 있나요?","G","숙박","펜션캠핑장","1","15","편의시설문의","","Q","","수영장은 있나요?","","","","수영장","","",""
"점원","수영장은 없어요","G","숙박","펜션캠핑장","0","16","편의시설문의","","A","","","","","수영장은 없어요","수영장","","",""
"고객","주위에 볼만한 곳은 있나요?","G","숙박","펜션캠핑장","1","17","주변관광지문의","","Q","","주위에 볼만한 곳은 있나요?","","","","","","",""
"점원","주위에 돌산 공원, 오동도, 엑스포 아쿠아리움, 낭만포차 등이 15분 거리 내에 있어요","G","숙박","펜션캠핑장","0","18","주변관광지문의","","A","","","","","주위에 돌산 공원, 오동도, 엑스포 아쿠아리움, 낭만포차 등이 15분 거리 내에 있어요","","","",""
"고객","할인 카드 없죠","G","숙박","펜션캠핑장","1","19","할인문의","","Q","","할인 카드 없죠","","","","할인 카드","","할인 카드/카드 종류",""
"점원","네, 할인 카드 없어요","G","숙박","펜션캠핑장","0","20","할인문의","","A","","","","","네, 할인 카드 없어요","할인 카드","","할인 카드/카드 종류",""
"고객","조금만 상의하고 다시 전화드릴게요","G","숙박","펜션캠핑장","1","21","재통화요청","","Q","","조금만 상의하고 다시 전화드릴게요","","","","","","",""
"점원","네, 전화 주세요","G","숙박","펜션캠핑장","0","22","재통화요청","","A","","","","","네, 전화 주세요","","","",""
"고객","4월 13일 주말에 1박 2일로 저희 이용하려고 하는데 요금이 얼마 정도?","G","숙박","펜션캠핑장","1","1","이용요금문의","","Q","","4월 13일 주말에 1박 2일로 저희 이용하려고 하는데 요금이 얼마 정도?","","","","4월 13일,주말,1박 2일,요금","","1박 2일/기간",""
"점원","몇 분이신가요?","G","숙박","펜션캠핑장","0","2","이용요금문의","인원수문의","Q","","","몇 분이신가요?","","","몇 분","","몇 분/인원",""
"고객","어른 2명이 갈 거예요","G","숙박","펜션캠핑장","1","3","이용요금문의","인원수문의","A","","","","어른 2명이 갈 거예요","","어른,2명","","어른/연령대,2명/인원",""
"점원","자스민 하시면 돼요","G","숙박","펜션캠핑장","0","4","이용요금문의","","A","1","","","","자스민 하시면 돼요","자스민","","",""
"고객","자스민은 이용 요금이?","G","숙박","펜션캠핑장","1","5","이용요금문의","","Q","","자스민은 이용 요금이?","","","","자스민,요금","","",""
"점원","자스민은 15만3천원이에요","G","숙박","펜션캠핑장","0","6","이용요금문의","","A","","","","","자스민은 15만3천원이에요","자스민,15만3천원","","15만3천원/가격",""
"고객","조금 할인되는 건 없나요?","G","숙박","펜션캠핑장","1","7","할인문의","","Q","","조금 할인되는 건 없나요?","","","","할인","","",""
"점원","제가 만3천원 정도 할인해 드릴게요","G","숙박","펜션캠핑장","0","8","할인문의","","A","","","","","제가 만3천원 정도 할인해 드릴게요","만3천원,할인","","만3천원/가격",""
"고객","조식은 포함되나요?","G","숙박","펜션캠핑장","1","9","조식제공문의","","Q","","조식은 포함되나요?","","","","조식","","",""
"점원","네, 조식은 포함돼요","G","숙박","펜션캠핑장","0","10","조식제공문의","","A","","","","","네, 조식은 포함돼요","조식","","",""
"고객","바비큐 고기류나 이런 거는 준비해서 가야 하는 거죠?","G","숙박","펜션캠핑장","1","11","바비큐재료문의","","Q","","바비큐 고기류나 이런 거는 준비해서 가야 하는 거죠?","","","","바비큐,고기류","","바비큐/음식 종류",""
"점원","네, 바비큐 하시게 되면은 이용료는 만원이에요","G","숙박","펜션캠핑장","0","12","바비큐재료문의","","A","","","","","네, 바비큐 하시게 되면은 이용료는 만원이에요","바비큐,만원","","바비큐/음식 종류,만원/가격",""
"고객","주위에 볼만한 경치나 관광지가 있나요?","G","숙박","펜션캠핑장","1","13","주변관광지문의","","Q","","주위에 볼만한 경치나 관광지가 있나요?","","","","경치,관광지","","",""
"점원","여기가 보문관광단지라서 식물원이 좋아요","G","숙박","펜션캠핑장","0","14","주변관광지문의","","A","","","","","여기가 보문관광단지라서 식물원이 좋아요","보문관광단지,식물원","","",""
"고객","보문관광단지는 도보로 가능한가요?","G","숙박","펜션캠핑장","1","15","교통편의문의","","Q","","보문관광단지는 도보로 가능한가요?","","","","보문관광단지,도보","","도보/이동수단",""
"점원","보문관광단지는 차 타고 5분 거리인데 차가 없으면 픽업 서비스도 가능해요","G","숙박","펜션캠핑장","0","16","교통편의문의","","A","","","","","보문관광단지는 차 타고 5분 거리인데 차가 없으면 픽업 서비스도 가능해요","보문관광단지,차,5분,차,픽업 서비스","","차/이동수단,5분/시간,픽업 서비스/서비스 종류",""
"고객","자스민 방은 침대방인가요? 온돌방인가요?","G","숙박","펜션캠핑장","1","17","방종류문의","","Q","","자스민 방은 침대방인가요? 온돌방인가요?","","","","자스민 방,침대방,온돌방","","침대방/방 종류,온돌방/방 종류",""
"점원","자스민은 복층에 침대 있는 방이에요","G","숙박","펜션캠핑장","0","18","방종류문의","","A","","","","","자스민은 복층에 침대 있는 방이에요","자스민,복층,침대,방","","",""
"고객","샴푸나 린스는 구비가 되어있나요?","G","숙박","펜션캠핑장","1","19","편의용품구비여부문의","","Q","","샴푸나 린스는 구비가 되어있나요?","","","","샴푸,린스","","샴푸/세면도구 종류,린스/세면도구 종류",""
"점원","칫솔은 가져오셔야 하는데 샴푸, 린스, 바디클렌징 다 있어요","G","숙박","펜션캠핑장","0","20","편의용품구비여부문의","","A","","","","","칫솔은 가져오셔야 하는데 샴푸, 린스, 바디클렌징 다 있어요","칫솔,샴푸,린스,바디클렌징","","칫솔/세면도구 종류,샴푸/세면도구 종류,린스/세면도구 종류,바디클렌징/세면도구 종류",""
"고객","저희가 상의해보고 전화드리도록 하겠습니다","G","숙박","펜션캠핑장","1","21","재통화요청","","Q","","저희가 상의해보고 전화드리도록 하겠습니다","","","","","","",""
"점원","전화 주세요, 감사해요","G","숙박","펜션캠핑장","0","22","재통화요청","","A","","","","","전화 주세요, 감사해요","","","",""
"고객","가족 8명이 이용하려고 하려는데, 큰 방 있나요?","G","숙박","펜션캠핑장","1","1","예약문의","","Q","","가족 8명이 이용하려고 하려는데, 큰 방 있나요?","","","","가족,8명,큰 방","","8명/인원",""
"점원","원룸 복층으로 큰 방 있는데, 오시는 날짜가 언제이세요?","G","숙박","펜션캠핑장","0","2","예약문의","날짜문의","Q","","","원룸 복층으로 큰 방 있는데, 오시는 날짜가 언제이세요?","","","원룸 복층,큰 방,날짜","","",""
"고객","주말, 한 23일에 1박 2일로 가려고 하거든요","G","숙박","펜션캠핑장","1","3","예약문의","날짜문의","A","","","","주말, 한 23일에 1박 2일로 가려고 하거든요","","주말,23일,1박 2일","","1박 2일/기간",""
"점원","지금 한 개 있는데, 총인원이 8분이죠?","G","숙박","펜션캠핑장","0","4","예약문의","인원수확인","Q","","","지금 한 개 있는데, 총인원이 8분이죠?","","","한 개,8분","","한 개/수량,8분/인원",""
"고객","네, 8명이에요","G","숙박","펜션캠핑장","1","5","예약문의","인원수확인","A","","","","네, 8명이에요","","8명","","8명/인원",""
"점원","성인이 몇 분이세요?","G","숙박","펜션캠핑장","0","6","예약문의","성인인원수문의","Q","","","성인이 몇 분이세요?","","","성인,몇 분","","성인/연령대,몇 분/인원",""
"고객","성인이 6명이고 아이가 2명이고요","G","숙박","펜션캠핑장","1","7","예약문의","성인인원수문의","A","","","","성인이 6명이고 아이가 2명이고요","","성인,6명,아이,2명","","성인/연령대,6명/인원,아이/연령대,2명/인원",""
"점원","아동이 몇 살인가요?","G","숙박","펜션캠핑장","0","8","예약문의","아동나이문의","Q","","","아동이 몇 살인가요?","","","아동,몇 살","","아동/연령대,몇 살/연령",""
"고객","아이는 8살, 6살이에요","G","숙박","펜션캠핑장","1","9","예약문의","아동나이문의","A","","","","아이는 8살, 6살이에요","","아이,8살,6살","","아이/연령대,8살/나이,6살/나이",""
"점원","큰 방은 1박 2일로 35만3천원 되세요","G","숙박","펜션캠핑장","0","10","예약문의","","A","1","","","","큰 방은 1박 2일로 35만3천원 되세요","큰 방,1박 2일,35만3천원","","1박 2일/기간,35만3천원/가격",""
"고객","펜션 근처에 관광지나 볼거리 있나요?","G","숙박","펜션캠핑장","1","11","주변관광지문의","","Q","","펜션 근처에 관광지나 볼거리 있나요?","","","","펜션,관광지,볼거리","","펜션/숙박시설 종류",""
"점원","펜션이 보문관광단지랑 불국사도 가깝고 서로는 반대편에 있어요","G","숙박","펜션캠핑장","0","12","주변관광지문의","","A","","","","","펜션이 보문관광단지랑 불국사도 가깝고 서로는 반대편에 있어요","펜션,보문관광단지,불국사","","펜션/숙박시설 종류",""
"고객","관광지는 도보로는 갈 수 없죠?","G","숙박","펜션캠핑장","1","13","교통편의문의","","Q","","관광지는 도보로는 갈 수 없죠?","","","","관광지,도보","","도보/이동수단",""
"점원","네, 차로 이동하셔야 해요","G","숙박","펜션캠핑장","0","14","교통편의문의","","A","","","","","네, 차로 이동하셔야 해요","차","","차/이동수단",""
"고객","방은 온돌방이죠?","G","숙박","펜션캠핑장","1","15","방종류문의","","Q","","방은 온돌방이죠?","","","","방,온돌방","","온돌방/방 종류",""
"점원","네, 바닥은 개별난방이고 침대는 복층, 이층에 있어요","G","숙박","펜션캠핑장","0","16","방종류문의","","A","","","","","네, 바닥은 개별난방이고 침대는 복층, 이층에 있어요","개별난방,침대,복층,이층","","개별난방/난방 종류",""
"고객","세면도구나 이런 건 다 구비되어있나요?","G","숙박","펜션캠핑장","1","17","편의용품구비여부문의","","Q","","세면도구나 이런 건 다 구비되어있나요?","","","","세면도구","","",""
"점원","칫솔이랑 면도기나 화장품만 없어요","G","숙박","펜션캠핑장","0","18","편의용품구비여부문의","","A","","","","","칫솔이랑 면도기나 화장품만 없어요","칫솔,면도기,화장품","","칫솔/세면도구 종류,면도기/세면도구 종류",""
"고객","방은 따뜻한가요?","G","숙박","펜션캠핑장","1","19","냉난방문의","","Q","","방은 따뜻한가요?","","","","방","","",""
"점원","방은 당연히 따뜻하죠","G","숙박","펜션캠핑장","0","20","냉난방문의","","A","","","","","방은 당연히 따뜻하죠","방","","",""
"고객","체크인 시간은 언제?","G","숙박","펜션캠핑장","1","21","체크인시간문의","","Q","","체크인 시간은 언제?","","","","체크인","","",""
"점원","체크인은 3시부터예요","G","숙박","펜션캠핑장","0","22","체크인시간문의","","A","","","","","체크인은 3시부터예요","체크인,3시","","3시/시간",""
"고객","체크아웃은 언제?","G","숙박","펜션캠핑장","1","23","체크아웃시간문의","","Q","","체크아웃은 언제?","","","","체크아웃","","",""
"점원","체크아웃은 다음 날 11시에요","G","숙박","펜션캠핑장","0","24","체크아웃시간문의","","A","","","","","체크아웃은 다음 날 11시에요","체크아웃,다음 날,11시","","11시/시간",""
"고객","펜션에 다른 거는 없나요?","G","숙박","펜션캠핑장","1","25","편의시설문의","","Q","","펜션에 다른 거는 없나요?","","","","펜션","","펜션/숙박시설 종류",""
"점원","저희 과자, 과일은 무료로 드시면 되고, dvd 많고 웬만한 조미료도 다 있어요","G","숙박","펜션캠핑장","0","26","편의시설문의","","A","","","","","저희 과자, 과일은 무료로 드시면 되고, dvd 많고 웬만한 조미료도 다 있어요","","","",""
"고객","제휴 할인되는 카드는 없죠?","G","숙박","펜션캠핑장","1","27","할인문의","","Q","","제휴 할인되는 카드는 없죠?","","","","제휴 할인,카드","","제휴 할인/할인 종류,카드/결제수단",""
"점원","네, 할인 카드는 없어요","G","숙박","펜션캠핑장","0","28","할인문의","","A","","","","","네, 할인 카드는 없어요","할인 카드","","할인 카드/카드 종류",""
"고객","저희가 조금만 상의해보고 전화드리도록 하겠습니다","G","숙박","펜션캠핑장","1","29","재통화요청","","Q","","저희가 조금만 상의해보고 전화드리도록 하겠습니다","","","","","","",""
"점원","전화주시면 33만선으로 해드릴게요","G","숙박","펜션캠핑장","0","30","재통화요청","","A","","","","","전화주시면 33만선으로 해드릴게요","","","",""
"고객","4인 가족이 펜션 이용하려고 하는데 요금이 얼마 정도 되나요?","G","숙박","펜션캠핑장","1","1","이용요금문의","","Q","","4인 가족이 펜션 이용하려고 하는데 요금이 얼마 정도 되나요?","","","","4인,가족,펜션,요금","","4인/인원",""
"점원","언제 이용하실 계획인데요?","G","숙박","펜션캠핑장","0","2","이용요금문의","날짜문의","Q","","","언제 이용하실 계획인데요?","","","","","",""
"고객","4월 6일 정도요","G","숙박","펜션캠핑장","1","3","이용요금문의","날짜문의","A","","","","4월 6일 정도요","","4월 6일","","",""
"점원","20만원 정도 해요","G","숙박","펜션캠핑장","0","4","이용요금문의","","A","1","","","","20만원 정도 해요","20만원","","20만원/가격",""
"고객","근처에 볼만한 관광지 있나요?","G","숙박","펜션캠핑장","1","5","주변관광지문의","","Q","","근처에 볼만한 관광지 있나요?","","","","관광지","","",""
"점원","경주 어지간한 곳은 가까워요","G","숙박","펜션캠핑장","0","6","주변관광지문의","","A","","","","","경주 어지간한 곳은 가까워요","경주","","경주/지역 이름",""
"고객","이동할 수 있는 차도 있나요?","G","숙박","펜션캠핑장","1","7","교통편의문의","","Q","","이동할 수 있는 차도 있나요?","","","","차","","차/이동수단",""
"점원","차는 가져오셔야 해요","G","숙박","펜션캠핑장","0","8","교통편의문의","","A","","","","","차는 가져오셔야 해요","차","","차/이동수단",""
"고객","세면도구, 샴푸나 린스?","G","숙박","펜션캠핑장","1","9","편의용품구비여부문의","","Q","","세면도구, 샴푸나 린스?","","","","세면도구,샴푸,린스","","샴푸/세면도구 종류,린스/세면도구 종류",""
"점원","다 있는데 칫솔만 가져오시면 돼요","G","숙박","펜션캠핑장","0","10","편의용품구비여부문의","","A","","","","","다 있는데 칫솔만 가져오시면 돼요","칫솔","","칫솔/세면도구 종류",""
"고객","이불은 넉넉하게 있나요?","G","숙박","펜션캠핑장","1","11","침구추가문의","","Q","","이불은 넉넉하게 있나요?","","","","이불","","",""
"점원","이불은 걱정 안 하셔도 돼요","G","숙박","펜션캠핑장","0","12","침구추가문의","","A","","","","","이불은 걱정 안 하셔도 돼요","이불","","",""
"고객","할인 카드 되는 건 있나요?","G","숙박","펜션캠핑장","1","13","할인문의","","Q","","할인 카드 되는 건 있나요?","","","","할인 카드","","할인 카드/카드 종류",""
"점원","할인 카드는 없어요","G","숙박","펜션캠핑장","0","14","할인문의","","A","","","","","할인 카드는 없어요","할인 카드","","할인 카드/카드 종류",""
"고객","체크인 시간은 몇 시에요?","G","숙박","펜션캠핑장","1","15","체크인시간문의","","Q","","체크인 시간은 몇 시에요?","","","","체크인,몇 시","","몇 시/시간",""
"점원","체크인은 3시부터이고 체크아웃은 11시에요","G","숙박","펜션캠핑장","0","16","체크인시간문의","","A","","","","","체크인은 3시부터이고 체크아웃은 11시에요","체크인,3시,체크아웃,11시","","3시/시간,11시/시간",""
"고객","바비큐장은 이용할 수 있나요?","G","숙박","펜션캠핑장","1","17","바비큐시설문의","","Q","","바비큐장은 이용할 수 있나요?","","","","바비큐장","","",""
"점원","네, 바비큐장은 있어요","G","숙박","펜션캠핑장","0","18","바비큐시설문의","","A","","","","","네, 바비큐장은 있어요","바비큐장","","",""
"고객","고기는 저희가 구비를 해서 가야 하나요?","G","숙박","펜션캠핑장","1","19","바비큐재료문의","","Q","","고기는 저희가 구비를 해서 가야 하나요?","","","","고기,구비","","",""
"점원","고기는 별도로 준비하셔야 해요","G","숙박","펜션캠핑장","0","20","바비큐재료문의","","A","","","","","고기는 별도로 준비하셔야 해요","고기","","",""
"고객","조미료 같은 거는 없나요?","G","숙박","펜션캠핑장","1","21","취사재료문의","","Q","","조미료 같은 거는 없나요?","","","","조미료","","",""
"점원","조미료는 구비되어 있어요","G","숙박","펜션캠핑장","0","22","취사재료문의","","A","","","","","조미료는 구비되어 있어요","조미료","","",""
"고객","이용할 수 있는 프로그램이 있나요?","G","숙박","펜션캠핑장","1","23","행사문의","","Q","","이용할 수 있는 프로그램이 있나요?","","","","프로그램","","",""
"점원","행사 프로그램은 없어요","G","숙박","펜션캠핑장","0","24","행사문의","","A","","","","","행사 프로그램은 없어요","행사,프로그램","","",""
"고객","조식은?","G","숙박","펜션캠핑장","1","25","조식제공문의","","Q","","조식은?","","","","조식","","",""
"점원","저희는 조식이 없어요","G","숙박","펜션캠핑장","0","26","조식제공문의","","A","","","","","저희는 조식이 없어요","조식","","",""
"고객","저희가 상의 조금하고 다시 전화드릴게요","G","숙박","펜션캠핑장","1","27","재통화요청","","Q","","저희가 상의 조금하고 다시 전화드릴게요","","","","","","",""
"점원","네, 다시 전화 주세요","G","숙박","펜션캠핑장","0","28","재통화요청","","A","","","","","네, 다시 전화 주세요","","","",""
"고객","주말에 4인 가족이 이용하려고 하는데 이용요금이 얼마인가 해서 전화 드렸거든요?","G","숙박","펜션캠핑장","1","1","이용요금문의","","Q","","주말에 4인 가족이 이용하려고 하는데 이용요금이 얼마인가 해서 전화 드렸거든요?","","","","주말,4인,가족,이용요금","","4인/인원",""
"점원","방마다 다른데, 4인이면 아이가 있나요?","G","숙박","펜션캠핑장","0","2","이용요금문의","아동인원수문의","Q","","","방마다 다른데, 4인이면 아이가 있나요?","","","방,4인,아이","","4인/인원,아이/연령대",""
"고객","아이는 없어요. 몸이 편찮으신 80 되신 어머님이 계셔서 이동하기가 편한 곳이면 좋겠는데","G","숙박","펜션캠핑장","1","3","이용요금문의","아동인원수문의","A","","","","아이는 없어요. 몸이 편찮으신 80 되신 어머님이 계셔서 이동하기가 편한 곳이면 좋겠는데","","아이,어머님,이동","","아이/연령대,어머님/호칭",""
"점원","어머님이 휠체어 타세요?","G","숙박","펜션캠핑장","0","4","이용요금문의","휠체어확인","Q","","","어머님이 휠체어 타세요?","","","어머님,휠체어","","어머님/호칭,휠체어/이동수단",""
"고객","네, 어머님이 휠체어 사용 중이세요","G","숙박","펜션캠핑장","1","5","이용요금문의","휠체어확인","A","","","","네, 어머님이 휠체어 사용 중이세요","","어머님,휠체어","","어머님/호칭,휠체어/이동수단",""
"점원","어른이 총 4분이세요?","G","숙박","펜션캠핑장","0","6","이용요금문의","성인인원수확인","Q","","","어른이 총 4분이세요?","","","어른,4분","","어른/연령대,4분/인원",""
"고객","네, 어른이 4명이에요","G","숙박","펜션캠핑장","1","7","이용요금문의","성인인원수확인","A","","","","네, 어른이 4명이에요","","어른,4명","","어른/연령대,4명/인원",""
"점원","오렌지 라임 방 보시겠어요?","G","숙박","펜션캠핑장","0","8","이용요금문의","객실공간문의","Q","","","오렌지 라임 방 보시겠어요?","","","오렌지 라임 방","","",""
"고객","설명 간단하게 해주세요","G","숙박","펜션캠핑장","1","9","이용요금문의","객실공간문의","A","","","","설명 간단하게 해주세요","","","","",""
"점원","1층이라 침대 1개가 있고 바닥에 주무실 수 있게 이불은 드리거든요","G","숙박","펜션캠핑장","0","10","이용요금문의","","A","","","","","1층이라 침대 1개가 있고 바닥에 주무실 수 있게 이불은 드리거든요","1층,침대,1개,바닥,이불","","1층/층수,1개/수량",""
"고객","오렌지 라임 방, 주말 이용요금은 얼마에요?","G","숙박","펜션캠핑장","1","11","이용요금문의","","Q","","오렌지 라임 방, 주말 이용요금은 얼마에요?","","","","오렌지 라임 방,주말,이용요금","","",""
"점원","오렌지 라임 방은 주말에 13만원이에요","G","숙박","펜션캠핑장","0","12","이용요금문의","","A","","","","","오렌지 라임 방은 주말에 13만원이에요","오렌지 라임 방,주말,13만원","","13만원/가격",""
"고객","조식도 주시나요?","G","숙박","펜션캠핑장","1","13","조식제공문의","","Q","","조식도 주시나요?","","","","조식","","",""
"점원","네, 조식은 드려요","G","숙박","펜션캠핑장","0","14","조식제공문의","","A","","","","","네, 조식은 드려요","조식","","",""
"고객","조식 비는 따로 없나요?","G","숙박","펜션캠핑장","1","15","부대시설이용요금문의","","Q","","조식 비는 따로 없나요?","","","","조식","","",""
"점원","조식은 서비스 차원으로 드려요","G","숙박","펜션캠핑장","0","16","부대시설이용요금문의","","A","","","","","조식은 서비스 차원으로 드려요","조식","","",""
"고객","근처에 관광지나 볼만한 곳이 있나요?","G","숙박","펜션캠핑장","1","17","주변관광지문의","","Q","","근처에 관광지나 볼만한 곳이 있나요?","","","","관광지","","",""
"점원","어디서 오세요?","G","숙박","펜션캠핑장","0","18","주변관광지문의","출발지문의","Q","","","어디서 오세요?","","","","","",""
"고객","대구요","G","숙박","펜션캠핑장","1","19","주변관광지문의","출발지문의","A","","","","대구요","","대구","","대구/지역 이름",""
"점원","경주는 관광지는 많은데 무조건 차를 가지고 이동하셔야 해요","G","숙박","펜션캠핑장","0","20","주변관광지문의","","A","17","","","","경주는 관광지는 많은데 무조건 차를 가지고 이동하셔야 해요","경주,관광지,차","","경주/지역 이름,차/이동수단",""
"고객","차는 가져가야 하죠?","G","숙박","펜션캠핑장","1","21","교통편의문의","","Q","","차는 가져가야 하죠?","","","","차","","차/이동수단",""
"점원","차를 안 가지고 버스 타고 들어오시면 펜션까지 저희가 태워 드려요","G","숙박","펜션캠핑장","0","22","교통편의문의","","A","","","","","차를 안 가지고 버스 타고 들어오시면 펜션까지 저희가 태워 드려요","차,버스,펜션","","",""
"고객","방은 따뜻한가요?","G","숙박","펜션캠핑장","1","23","냉난방문의","","Q","","방은 따뜻한가요?","","","","방","","",""
"점원","개인 온돌이라 조절하시면 돼요","G","숙박","펜션캠핑장","0","24","냉난방문의","","A","","","","","개인 온돌이라 조절하시면 돼요","개인 온돌","개인 온돌/개별난방","개별난방/난방 종류",""
"고객","바비큐 같은 거는?","G","숙박","펜션캠핑장","1","25","바비큐시설문의","","Q","","바비큐 같은 거는?","","","","바비큐","","바비큐/음식 종류",""
"점원","4명이면 숯과 그릴 드리는데 2만원이에요. 고기는 사 오셔야 하고 양념은 다 있어요","G","숙박","펜션캠핑장","0","26","바비큐시설문의","","A","","","","","4명이면 숯과 그릴 드리는데 2만원이에요. 고기는 사 오셔야 하고 양념은 다 있어요","4명,숯,그릴,2만원,고기,양념","","4명/인원,2만원/가격",""
"고객","상의해보고 전화드릴게요, 수고하세요","G","숙박","펜션캠핑장","1","27","재통화요청","","Q","","상의해보고 전화드릴게요, 수고하세요","","","","","","",""
"점원","전화주세요, 감사합니다","G","숙박","펜션캠핑장","0","28","재통화요청","","A","","","","","전화주세요, 감사합니다","","","",""
